region:typeII/row2/rhs0-	SURVIVED
region:typeII/row2/rhs1+	SURVIVED
region:typeII/row2/rhs1-	SURVIVED
region:typeII/row3/rhs0+	killed
region:typeII/row3/rhs0-	SURVIVED
region:typeII/row3/rhs1+	killed
region:typeII/row3/rhs1-	SURVIVED
region:typeII/row4/rhs0+	killed
region:typeII/row4/rhs0-	SURVIVED
region:typeII/row4/rhs1+	killed
region:typeII/row4/rhs1-	SURVIVED
region:typeII/row5/rhs0+	SURVIVED
region:typeII/row5/rhs0-	SURVIVED
region:typeII/row5/rhs1+	SURVIVED
region:typeII/row5/rhs1-	SURVIVED
